ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Base Category (if secondary)-B,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Formative/component occurs in what component(s)-B,Formative/component occurs in what component(s)-C,Formative/component occurs in what component(s)-D,Contains component (enter)-A,Contains component (enter)-B,Contains component (enter)-C,Contains formative (enter)-A,Contains formative (enter)-B,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
62,Bloomfield,LB1958,0067,ojg,,east2542,-a·n,OJ:1,,,,,,NG,,final,N,,ABSTR,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
954,Bloomfield,LB1958,0126,ojg,,east2542,-a·n,OJ:1,,,,,,NG,,premedial ,,,,,,,,,,,,,,,,,,,,,-a·nikkw,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
955,Bloomfield,LB1958,0126,ojg,,east2542,-a·nak,OJ:1,,,,,,NG,,premedial,,,,,,,,,,,,,,,,,,,,,-a·nakito·n,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
353,Bloomfield,LB1958,0085,ojg,,east2542,-a·nakito·n,OJ:1,,,,,,talk,,final,AI ,,,,,,,,,,,,,,,,,,,,,,,,-∅,,,,,,,complex medial with AI final zero,,"Andrew Medler, Walpole Island",GVM
727,Bloomfield,LB1958,"0114,0119,0126",ojg,,east2542,-a·nakito·n,OJ:1,,,,,,NG,,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-a·nak,,,,,,"Andrew Medler, Walpole Island",GVM
490,Bloomfield,LB1958,"0094,0122",ojg,,east2542,-a·nakkwat,OJ:1,,,,,,cloud,,final,II ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,a·nakkwat-,,,"Andrew Medler, Walpole Island",GVM
885,Bloomfield,LB1958,0122,ojg,,east2542,-a·nakkwat,OJ:1,,,,,,cloud,cloud,prefinal,,,,,,,,,,,,,,,,,,,,,-a·nakkwatw,,,,,,,,,Y,a·nakkwat-,,,"Andrew Medler, Walpole Island",GVM
144,Bloomfield,LB1958,"0073,0122",ojg,,east2542,-a·nakkwatw,OJ:1,,,,,,cloud,cloud,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,-a·nakkwat,,Y,a·nekkwat,,,"Andrew Medler, Walpole Island",GVM
122,Bloomfield,LB1958,0072,ojg,,east2542,-a·nakw,OJ:1,,,,,,NG,,final ,N,,ABSTR,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
729,Bloomfield,LB1958,"0114,0126",ojg,,east2542,-a·nikkw,OJ:1,,,,,,head,,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-a·n,,,,,,"Andrew Medler, Walpole Island",GVM
249,Bloomfield,LB1958,0080,ojg,,east2542,-a·nikkwe·,OJ:1,,,,,,hair of head,,final,AI ,,,,,,,,,,,,,,,,,,,,,,,,-e·,,,,,,,medial with AI final -e·,,"Andrew Medler, Walpole Island",GVM
731,Bloomfield,LB1958,0114,ojg,,east2542,-a·nim,OJ:1,,,,,,wind,,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
8,Bloomfield,LB1958,"0064,0122",ojg,,east2542,-a·nke·,OJ:1,,,,,,NG,,final,N,,ABSTR,,,,,,,,,,,,,,,,,,,,,,,,,-a·nke·,,,,,,"Andrew Medler, Walpole Island",GVM
886,Bloomfield,LB1958,0122,ojg,,east2542,-a·nke·(?),OJ:1,,,,,,NG,,prefinal,,,,,,,,,,,,,,,,,,,,,-a·nke·,,,,,,,,,,,question mark is Bloomfield's -GVM,,"Andrew Medler, Walpole Island",GVM
732,Bloomfield,LB1958,0114,ojg,,east2542,-a·nt,OJ:1,,,,,,wood,,medial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
