Component ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Allomorph-B,Condition-B,Allomorph-C,Condition-C,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Formative/component occurs in what component(s)-A,Formative/component occufs in what component(s)-B,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
210,Fisher et al.,LF2019,,chy,,chey1247,-mané,CH:1,,,,,,"act like, pretend to be",,final,AI,,,,,,,,,,,,,,,-ma'ov,,,V,TA,pretend to s.o.,,LF2019,-manestsé,,,V,TI,make s.t.,,LF2019,-naóotsémané,,,V,AI,pretend to be sleeping,,LF2019,-távemané,,,V,AI,"act goofy, goofy pretend [sic]",,LF2019,,,,,,,,,,MAM
211,Fisher et al.,LF2019,,chy,,chey1247,-mé'hahtsená,CH:1,,,,,,"beard, moustache",,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
212,Fisher et al.,LF2019,,chy,,chey1247,-méa'há,CH:1,,,,,,smell,,final,II,,,,,-méa'xe,,,,,,,,,,-hávėséveméa'há / -hávėséveméa'xe (?),,,V,II,smell bad,,LF2019,-mȧheméa'há / -mȧheméa'xe (?),,,V,II,all smell,,LF2019,-móxėšéheméa'há,,,V,II,smell of mint,,LF2019,,,,,,,,,,,,,,,,,,MAM
213,Fisher et al.,LF2019,,chy,,chey1247,-méa'xe,CH:1,,,,,,"smell, stink",,final,AI,,,,,,-méa'há,,,,,,,,,-hávėséveméa'xe,,,V,AI,smell bad,,LF2019,-he'pómea'xe,,,V,AI,smell of (tobacco) smoke,,LF2019,-mȧheméa'xe,,,V,AI,all smell,,LF2019,-hoxeméa'xe,,,V,AI,"smell rotten, rotten smell, stink",,LF2019,,,,,,,,,,MAM
214,Fisher et al.,LF2019,,chy,,chey1247,-méahtse,CH:1,,,,,,"mouth, smell",,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
215,Fisher et al.,LF2019,,chy,,chey1247,-mée,CH:1,,,,,,smell,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Written with leading dash but marked as initial - probably a typo. ""Etym: cf. *mya:-.""",,,MAM
216,Fisher et al.,LF2019,,chy,,chey1247,-méená,CH:1,,,,,,"feather, quill",,medial,AnimDep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
217,Fisher et al.,LF2019,,chy,,chey1247,-méená,CH:1,,,,,,"collarbone, feather",,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
218,Fisher et al.,LF2019,,chy,,chey1247,-méeotse,CH:1,,,,,,smell (have odor),,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
219,Fisher et al.,LF2019,,chy,,chey1247,-menoo'e,CH:1,,,,,,globular,,final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
220,Fisher et al.,LF2019,,chy,,chey1247,-menoo'éxané,CH:1,,,,,,eyeball,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-'éxané,,,,"""Lit: globular(that is, berry).shaped-eye""",,,MAM
221,Fisher et al.,LF2019,,chy,,chey1247,-méohe,CH:1,,,,,,"run, strain, thrust",,final,AI,,,,,,,,,,,,,,,-áhaneméohe,,,V,AI,exhausted from running,,LF2019,-ameméohe,,,V,AI,run,,LF2019,-aseméohe,,,V,AI,start running,,LF2019,-hánȯseméohe,,,V,AI,thrust back,,LF2019,,,,,,,,,,MAM
222,Fisher et al.,LF2019,,chy,,chey1247,-mestȯtse,CH:1,,,,*-mo:tayi,,"bag, pouch",,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
223,Fisher et al.,LF2019,,chy,,chey1247,-mo,CH:1,,,,,,you,,final,TI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GVM: ""TI conjunct suffix for second person subject""; also listed as ""TI conjunct suffix for first person subject"". MAM: This should probably be removed.",,,MAM
224,Fisher et al.,LF2019,,chy,,chey1247,-mo,CH:1,,,,,,NG,,final,TI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GVM: ""TI conjunct suffix for first person subject"" but also marked as TI final. MAM: This should probably be removed.",,,MAM
225,Fisher et al.,LF2019,,chy,,chey1247,-momé'šėhahtá,CH:1,,,,,,furry-footed,,final,AI,,,,,,,,,,,,,,,tsémomé'šėháhtȧhtse / tsé-momé'šėhahtase,,,V,AI,Persian horse / Persian horses,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listed under stem tsé-momé'šėháhtȧhtse,,,MAM
226,Fisher et al.,LF2019,,chy,,chey1247,-mosé,CH:1,,,,,,do housework,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
227,Fisher et al.,LF2019,,chy,,chey1247,-mósé,CH:1,,,,,,handed,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
228,Fisher et al.,LF2019,,chy,,chey1247,-na'évá,CH:1,,,,,,arm,,medial,Dep,,,,,,,,,,,,,,,-ka'ena'évá'ó,,,V,AI,bend arm,,LF2019,-no'kena'evá,,,V,AI,one-armed,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
229,Fisher et al.,LF2019,,chy,,chey1247,-nané,CH:1,,,,,,make,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
230,Fisher et al.,LF2019,,chy,,chey1247,-néenáh(n),CH:1,,,,,,"send s.o., command s.o.",,final,TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
231,Fisher et al.,LF2019,,chy,,chey1247,-néhenomeotse,CH:1,,,,,,go to sleep right away,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAM: might be a mistake. Entry also says ""Final -énóme, f - -otse. Etym: sleep.""",,,MAM
232,Fisher et al.,LF2019,,chy,,chey1247,-nėhpo'hóoná,CH:1,,,,,,part of throat ??,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GVM: ?? is in-text,,,MAM
233,Fisher et al.,LF2019,,chy,,chey1247,-némoéstá,CH:1,,,,,,"float on a slant, hang slanted",,final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""can be said of a truck that is leaning to one side""",,,MAM
234,Fisher et al.,LF2019,,chy,,chey1247,-nėstané,CH:1,,,,,,knee,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
235,Fisher et al.,LF2019,,chy,,chey1247,-nestse,CH:1,,,,,,speak language,,final,AI,,,,,,,,,,,,,,,-hávėsévenestse,,,V,AI,"bad speech, poor speaker",,LF2019,-ho'enestse,,,V,AI,came to that point while talking,,LF2019,-hótoanávenestse,,,V,AI,speak difficult language,,LF2019,-hóxe'enestse,,,V,AI,talk clean language,,LF2019,,,,,,,,,,MAM
236,Fisher et al.,LF2019,,chy,,chey1247,-nó,CH:1,,,,,,"place, area, district",,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
237,Fisher et al.,LF2019,,chy,,chey1247,-no'é,CH:1,,,,,,kill,,final,AI,,,,,,,,,,,,,,,-háeno'é,,,V,AI,kill a lot,,LF2019,-mȧheno'éoohe,,,V,AI,kill all quickly,,LF2019,-háeno'é,,,V,AI,kill a lot; take advantage for self,,LF2019,-mȧheno'éoohe,,,V,AI,kill all quickly,,LF2019,,,,,,,,,,MAM
238,Fisher et al.,LF2019,,chy,,chey1247,-nó'é,CH:1,,,,,,sew,,final,AI,,,,,,,-nót,-nó'tsé,,,,,,,-hahpenóhtá,,,V,TI,sew s.t.,,LF2019,-hahpenó'é,,,V,AI,sew,,LF2019,-má'senó'e,,,V,AI,"finish sewing, sew - finish",,LF2019,-hótsenó'e,,,V,AI,"unable to sew, sew - unable to",,LF2019,,,,,,,,,,MAM
239,Fisher et al.,LF2019,,chy,,chey1247,-nó'tsé,CH:1,,,,,,sew s.t.,,final,TI,,,,,-nó'é,,-nót,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
240,Fisher et al.,LF2019,,chy,,chey1247,-nóestsé,CH:1,,,,,,affect appearance,,final,TI,,,,,-nóohe,-nóno'e,,,,,,,,,-pėhévenóestsé,,,V,TI,make s.t. look nice,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""for example, changing the appearance of a house""",,,MAM
241,Fisher et al.,LF2019,,chy,,chey1247,-nóhtá,CH:1,,,,,,sew s.t.,,final,TI,,,,,-nó'é,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
242,Fisher et al.,LF2019,,chy,,chey1247,-nohtsé,CH:1,,,,,,kill; destroy,,final,TI,,,,,,,-not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
243,Fisher et al.,LF2019,,chy,,chey1247,-nómá,CH:1,,,,,,thigh,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
244,Fisher et al.,LF2019,,chy,,chey1247,-nomáht,CH:1,,,,,,steal,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
245,Fisher et al.,LF2019,,chy,,chey1247,-noná,CH:1,,,,,,ankle,,medial,Dep,,,,,,,,,,,,,,,-némononáotse,,,V,AI,twist ankle,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
246,Fisher et al.,LF2019,,chy,,chey1247,-noné,CH:1,,,,*-na:(k) ,,sing,,final,AI,,,,,,-nonét,,,,,,,,,-amenonee'e,,,V,AI,"sing sitting while going along. For example, singing while riding a horse.",,LF2019,-asénoohe,,,V,AI,sing an honor song (for someone). refers to singing a special song,,LF2019,-háenome,,,V,AI,"sleep much, sleep soundly, likes to sleep",,LF2019,-hehpenoné,,,V,AI,"sing beyond, sing further",,LF2019,,,,,,,,,,MAM
247,Fisher et al.,LF2019,,chy,,chey1247,-nonét,CH:1,,,,,,sing,,final,II,,,,,-noné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
248,Fisher et al.,LF2019,,chy,,chey1247,-nóno'e,CH:1,,,,,,"appear, look",,final,II,,,,,-nóohe,,,-nóestsé,-náno'e,,,,,,-ohasévenóno'e,,,V,II,"look shiny, shiny look",,LF2019,-pėhévenóno'e,,,V,II,"beautiful, look nice, look pretty, look good, can be of some object or of the environment",,LF2019,-hesó'xenóno'e / -he'só'xenóno'e (?),,,V,II,"look slippery, slippery look",,LF2019,-heše'évenóno'e,,,V,II,"look dusty, look muddy",,LF2019,,,,,,,,,,MAM
249,Fisher et al.,LF2019,,chy,,chey1247,-noo'ȯtse,CH:1,,-noot,,,,song,,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
250,Fisher et al.,LF2019,,chy,,chey1247,-nóohe,CH:1,,,,,,"look like, appear as",,final,AI,,,,,,-náno'e,,-nóestsé,,,,,,,-hávėsévenóohe,,,V,AI,"look bad, ugly",,LF2019,-he'kóovenóohe,,,V,AI,look wet,,LF2019,-heše'évenóohe,,,V,AI,"appear dirty, look dirty",,LF2019,-hoháenóohe,,,V,AI,"look terrible, look awful",,LF2019,,,,,,,,,,MAM
251,Fisher et al.,LF2019,,chy,,chey1247,-nóone,CH:1,,,,,,NG,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"listed alphabetically under ""p""; not listed independently",,,MAM
252,Fisher et al.,LF2019,,chy,,chey1247,-noónó,CH:1,,,,,,NG,,final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
253,Fisher et al.,LF2019,,chy,,chey1247,-not,CH:1,,,,,,kill s.o.,,final,TA,,,,,-no'é,,,-nohtsé,,,,,,,-tó'ovenot,,,V,TA,kill s.o. with finality,,LF2019,-háeanot,,,V,TA,beat up s.o. badly,,LF2019,-he'enot,,,V,TA,spare killing s.o.,,LF2019,-vonenot,,,V,TA,"annihilate s.o., destroy s.o.",,LF2019,,,,,,,,,,MAM
254,Fisher et al.,LF2019,,chy,,chey1247,-nót,CH:1,,,,,,sew,,final,TA,,,,,-nó'é,,,,,,,,,,-vé'šenot,,,V,TA,"bag s.o. refers to killing, especially a game animal",,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
255,Fisher et al.,LF2019,,chy,,chey1247,-notová,CH:1,,,,,,neck,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
256,Fisher et al.,LF2019,,chy,,chey1247,-nove,CH:1,,,,,,impersonal verb suffix,,final,II,,,,,,,,,-htove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The two different impersonal suffixes appear to be different in spelling only; there seems to be no difference in meaning; -htove occurs more frequently with most speakers, but some speakers have a higher percentage of -nove forms than do other speakers.""",,,MAM
257,Fisher et al.,LF2019,,chy,,chey1247,-o',CH:1,,,,,,knock,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
258,Fisher et al.,LF2019,,chy,,chey1247,-ó'(e),CH:1,,,,,,roll,,medial,,,,,,,,,,-ó',___-a,,,,,-hestóxo'eohtsé,,,V,AI,arrive last by wagon,,LF2019,-nóhto'en,,,V,TA,go after s.t./s.o. by wagon,,LF2019,-nóhto'enené,,,V,AI,haul,,LF2019,,,,,,,,,,,,,,,"Variant -ó' defined as ""go by rolling.""  Entry says ""spelled as -ó' if the following final begins with /a/; otherwise, spelled as -ó'e""",,,MAM
259,Fisher et al.,LF2019,,chy,,chey1247,-ó'(e),CH:1,,,,,,"wood, tree, bush",,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
260,Fisher et al.,LF2019,,chy,,chey1247,-o'(k)ėhaná,CH:1,,,,,,"shoed, have on shoes (or moccasins)",,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
261,Fisher et al.,LF2019,,chy,,chey1247,-ó'a'há,CH:1,,,,,,by wind,,final,II,,,,,-ó'a'xe,,,,,,,,,,-sé'ó'a'há,,,V,II,"blown into water, blown into the river",,LF2019,-ta'omó'a'há,,,V,II,blocked by something blown,,LF2019,-amó'a'há,,,V,II,blown along,,LF2019,-he'amó'a'há,,,V,II,fly up in wind,,LF2019,,,,,,,,,,MAM
262,Fisher et al.,LF2019,,chy,,chey1247,-ó'a'xe,CH:1,,,,,,by wind,,final,AI,,,,,,-ó'a'há,,,,,,,,,-ávo'a'xe,,,V,AI,blown over,,LF2019,-hó'hamó'a'xe,,,V,AI,blown stuck to side,,LF2019,-momóhto'a'xe,,,V,AI,"wave in the wind, move in the wind, for example, of a flag",,LF2019,,,,,,,,,,,,,,,,,,MAM
263,Fisher et al.,LF2019,,chy,,chey1247,-o'ȧhéotse,CH:1,,,,,,"drive fast, go rapidly, run",,final,AI,,,,,,,,,,,,,,,-hóohto'ȧhéotse,,,V,AI,"run home. also used for ""running home"" in baseball",,LF2019,-hóxovo'ȧhéotse,,,V,AI,"run across, drive across, across run",,LF2019,-méo'kéxanévo'ȧhéotse,,,V,AI,run with eyes closed,,LF2019,-vovóo'ȧhéotse,,,V,AI,run first,,LF2019,,,,,,,,,,MAM
264,Fisher et al.,LF2019,,chy,,chey1247,-ó'ané,CH:1,,,,,,"say, utter, pronounce, articulate, speak",,final,AI,,,,,,,,,,,,,,,-aéstomó'ané,,,V,AI,"speak falsely, speak untruthfully, break promise",,LF2019,-háestȯhnó'ané,,,V,AI,say many things,,LF2019,-háo'ané,,,V,AI,"say much, say something amazing",,LF2019,-hetaa'ó'ané,,,V,AI,how much say [sic],,LF2019,,,,,,,"""This refers to the mechanics (details) of speaking, while -éestse refers to the overall actor speaking.""",,,MAM
265,Fisher et al.,LF2019,,chy,,chey1247,-o'asé,CH:1,,,,*-e0e:-,,"fire, burn, blaze, shine",,final,II,,,,,,,,,-o'kasé,,,,,,-aseto'asé,,,V,II,start to burn,,LF2019,-ho'o'asé,,,V,II,fire arrive,,LF2019,-má'to'ȧsé,,,V,II,fire go out,,LF2019,-no'ko'asé,,,V,II,"burn alone, shine alone",,LF2019,,,,,,,"Variant -o'kasé listed separately with def ""light, shine, for example, of a lamp"". Not sure what zero is in PA form *-e0e:-. Theta?",,,MAM
266,Fisher et al.,LF2019,,chy,,chey1247,-o'e,CH:1,,,,*-aškw,,"vegetation, plant, grass, weed",,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Etym: *-aškw ‘grass (medial)’""",,,MAM
267,Fisher et al.,LF2019,,chy,,chey1247,-o'e,CH:1,,,,,,plant; vegetation,,final,AI,,,,,,-o'é,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
268,Fisher et al.,LF2019,,chy,,chey1247,-o'é,CH:1,,,,,,"vegetation, plant, grass, weed",,final,II,,,,,-o'e,,,,-ó'o'e,,,,,,-pėhévooma'o'e,,,V,II,good ground,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
269,Fisher et al.,LF2019,,chy,,chey1247,-ó'é,CH:1,,,,,,"handle, gunstock",,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""appears to refer to the handle of an implement, such as an axe, knife, or hoe, or a shooting instrument which has a handle or gunstock ??""",,,MAM
270,Fisher et al.,LF2019,,chy,,chey1247,-o'eéh,CH:1,,,,,,do to s.o. ??,,final,TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?? is in-text,,,MAM
271,Fisher et al.,LF2019,,chy,,chey1247,-o'eétahe,CH:1,,,,,,"perform a deed, do something; act",,final,AI,,,,,,,,,,,,,,,-hávėsévo'eétahe,,,V,AI,do something bad,,LF2019,-kánomo'eétahe,,,V,AI,"do something for nothing, do something in vain",,LF2019,-ma'heóno'eétahe,,,V,AI,"do something sacred, sacred - do something, perform a sacred ceremony, perform magic, perform miracles; miracle - do a",,LF2019,-ovávo'eétahe,,,V,AI,do magic,,LF2019,,,,,,,,,,MAM
272,Fisher et al.,LF2019,,chy,,chey1247,-o'éevá,CH:1,,,,,,skin,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
273,Fisher et al.,LF2019,,chy,,chey1247,-ó'emá,CH:1,,,,,,be of a persuasion,,final,AI,,,,,,,,,,,,,,,-hetó'emá,,,V,AI,be of that persuasion,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
274,Fisher et al.,LF2019,,chy,,chey1247,-o'enó ??,CH:1,,,,,,"hill, butte",,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GVM: ?? is in-text,,,MAM
275,Fisher et al.,LF2019,,chy,,chey1247,-o'enohe,CH:1,,,,,,sated,,final,AI,,,,,,,,,,,,,,,-áhano'enohe,,,V,AI,"overly full of food, eat to death",,LF2019,-hestomo'enohe,,,V,AI,"hindered by eating, sluggish from eating",,LF2019,-tȧhpe'ȧsévo'enohe,,,V,AI,have a have a big stomach from eating,,LF2019,,,,,,,,,,,,,,,GVM: stem C translation is consistent with text,,,MAM
276,Fisher et al.,LF2019,,chy,,chey1247,-ó'ha'e,CH:1,,,,,,"moderate pace, medium pace",,medial,,,,,,,,,,,,,,,,-nėševo'ha'eohtsé,,,V,AI,walk a medium pace,,LF2019,-nonáohto'ha'ehné,,,V,AI,"walk deliberately, slowly",,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
277,Fisher et al.,LF2019,,chy,,chey1247,-o'ha(m),CH:1,,,,*-a'0emw 'dog',,"horse, livestock, domesticated animal",,final,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 in PA form must be theta.,,,MAM
34,Fisher et al.,LF2019,,chy,,chey1247,-o'ham,CH:1,,,,,,livestock,,final,AI,,,,,,,,,,,,,,,-hévoetanȧháno'hamé,,,V,AI,milk. livestock; especially cows,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
279,Fisher et al.,LF2019,,chy,,chey1247,-ó'he,CH:1,,,,,,move ??,,final,AI,,,,,,,,,,,,,,,-anóvȯhto'he,,,V,AI,unload,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GVM: ?? is in-text,,,MAM
280,Fisher et al.,LF2019,,chy,,chey1247,-o'honáá'e,CH:1,,,,,,rock,,final,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
281,Fisher et al.,LF2019,,chy,,chey1247,-o'keha,CH:1,,,,,,shoe,,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
282,Fisher et al.,LF2019,,chy,,chey1247,-o'ne'é,CH:1,,,,,,step,,final,AI,,,,,,,-o'ne'é'tov,,,,,,,,-he'kono'né'éóó'e,,,V,AI,stand steady,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
283,Fisher et al.,LF2019,,chy,,chey1247,-o'ne'é'tov,CH:1,,,,,,step with reference to s.o.,,final,TA,,,,,-o'ne'é,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
85,Fisher et al.,LF2019,,chy,,chey1247,-o'ó,CH:1,,,,,,"amount, size",,final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
285,Fisher et al.,LF2019,,chy,,chey1247,-ó'ohe,CH:1,,,,,,"tree, tuber",,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-ó'(e),,,,,,,MAM
286,Fisher et al.,LF2019,,chy,,chey1247,-o'ome,CH:1,,,,,,region,,final,NI,,,,,,,,,-o'omēē'e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
287,Fisher et al.,LF2019,,chy,,chey1247,-o'omenehe,CH:1,,,,,,"state of life, experience, undergo",,final,AI,,,,,,,,,,,,,,,-vésto'omenehe,,,V,AI,poor also,,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
288,Fisher et al.,LF2019,,chy,,chey1247,-o'omenó,CH:1,,,,,,"hill, mountain",,final,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GVM: ""may be a combination of -o'ome 'region' + -nó 'place'""",,,MAM
289,Fisher et al.,LF2019,,chy,,chey1247,-o'ót,CH:1,,,,,,declare about s.o.,,final,TA,,,,,,,,,-ót,,,,,,-pėhévo'ót,,,V,TA,"praise s.o., speak well of s.o., talk good about s.o.",,LF2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAM: Variant separately listed with definition ""declare s.o., call s.o."" (I've combined the two.) This entry gives a parallel TI final -o'óhtá?? but it's not listed separately.",,,MAM
290,Fisher et al.,LF2019,,chy,,chey1247,-o'sahtse,CH:1,,,,,,saliva,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
291,Fisher et al.,LF2019,,chy,,chey1247,-o'tá,CH:1,,,,,,"be here, be there",,final,II,,,,,-oo'e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
292,Fisher et al.,LF2019,,chy,,chey1247,-ó'tonohe,CH:1,,,,,,braided,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
293,Fisher et al.,LF2019,,chy,,chey1247,-o'tsé,CH:1,,,,,,camp,,final,AI,,,,,,,,,,,,,,,-mȧho'tsé,,,V,AI,all camp together,,LF2019,-pėhévo'tsé,,,V,TI,"keep s.t. well, put s.t. in a good place, set s.t. nicely",,LF2019,-vésto'tsé,,,V,AI,camp with,,LF2019,-vésto'tsém,,,V,TA,camp with s.o.,,LF2019,,,,,,,,,,MAM
294,Fisher et al.,LF2019,,chy,,chey1247,-o'tsé,CH:1,,,,,,"place s.t., keep s.t., put s.t.",,final,TI,,,,,,,,,,,,,,,-tóxo'tsé,,,V,TI,put s.t. on the edge,,LF2019,-tsėheto'tsé,,,V,TI,put s.t. like this,,LF2019,-vé'kevo'tsé,,,V,TI,"keep s.t. in a corner, put s.t. in a corner",,LF2019,,,,,,,,,,,,,,,,,,MAM
295,Fisher et al.,LF2019,,chy,,chey1247,-o'xe,CH:1,,,,,,carry load (especially game) on back,,final,AI,,,,,,,-o'xé'tov,,,,,,,,-amo'xe,,,V,AI,"carry, pack on the back (whether of a person or an animal; often implies carrying game)",,LF2019,-asėto'xe / -aseto'xe (?),,,V,AI,"leave with pack, start to carry (something)",,LF2019,-háanao'xe,,,V,AI,carry heavy load,,LF2019,-háanao'xeotse,,,V,AI,carry heavy load,,LF2019,,,,,,,"GVM: ""takes AI+O inflection""",,,MAM
