ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Project Definition,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
102,Valentine,RV2002,0106,,oji,ojib1241,apiiz-,OJ:3,,,,,,to such extent (speed),,initial,RR
103,Valentine,RV2002,0085,,oji,ojib1241,ayekw-,OJ:3,,,,,,tired,,initial
104,Valentine,RV2002,0099,,oji,ojib1241,azhe-,OJ:3,,,,,,backward,,initial
105,Valentine,RV2002,0096,,oji,ojib1241,baap-,OJ:3,,,,,,laugh,,initial
106,Valentine,RV2002,0095,,oji,ojib1241,babaam-,OJ:3,,,,,,"around, going about",,initial
107,Valentine,RV2002,0100,,oji,ojib1241,babiizig-,OJ:3,,,,,,curly,,initial
108,Valentine,RV2002,0100,,oji,ojib1241,bakobii-,OJ:3,,,,,,in water,,initial
109,Valentine,RV2002,0100,,oji,ojib1241,bayek,OJ:3,,,,,,clean,,initial
110,Valentine,RV2002,0096,,oji,ojib1241,bed-,OJ:3,,,,,,NG,,initial
111,Valentine,RV2002,0100,,oji,ojib1241,bek-,OJ:3,,,,,,clean,,initial
112,Valentine,RV2002,0100,,oji,ojib1241,biin-,OJ:3,,,,,,clean,,initial
113,Valentine,RV2002,0098,,oji,ojib1241,biinj-,OJ:3,,,,,,inside,,initial,,,,,,,,,,,,,,,,,,,,,,,,,general ojibwe
114,Valentine,RV2002,0095,,oji,ojib1241,bikw-,OJ:3,,,,,,convex,,initial
115,Valentine,RV2002,0095,,oji,ojib1241,bim-,OJ:3,,,,,,"along, by",,initial
116,Valentine,RV2002,0095,,oji,ojib1241,boodaakwe-,OJ:3,,,,,,(move) into water,,initial
117,Valentine,RV2002,0100,,oji,ojib1241,booz-,OJ:3,,,,,,grease,,initial
118,Valentine,RV2002,0104,,oji,ojib1241,daashk-,OJ:3,,,,,,split,,initial
119,Valentine,RV2002,0085,,oji,ojib1241,dak-,OJ:3,,,,,,cold,,initial
120,Valentine,RV2002,0089,,oji,ojib1241,dakw-,OJ:3,,,,,,short,,initial
122,Valentine,RV2002,0085,,oji,ojib1241,dew-,OJ:3,,,,,,sore,,initial
124,Valentine,RV2002,0100,,oji,ojib1241,ditib(an)-,OJ:3,,,,,,curly,,initial
125,Valentine,RV2002,0100,,oji,ojib1241,doom-,OJ:3,,,,,,grease,,initial
126,Valentine,RV2002,0090,,oji,ojib1241,gaagiij-,OJ:3,,,,,,sore,,initial
127,Valentine,RV2002,0099,,oji,ojib1241,gagwaan-,OJ:3,,,,,,long (pl),,initial,,Y
128,Valentine,RV2002,0096,,oji,ojib1241,gagwaayak-,OJ:3,,,,,,"straight, true, correct",,initial,,Y
129,Valentine,RV2002,0089,,oji,ojib1241,giinko-,OJ:3,,,,,,pointed,,initial
130,Valentine,RV2002,0104,,oji,ojib1241,giishk-,OJ:3,,,,,,cut,,initial
131,Valentine,RV2002,0089,,oji,ojib1241,ginag-,OJ:3,,,,,,itchy,,initial
132,Valentine,RV2002,0092,,oji,ojib1241,ginoo-,OJ:3,,,,,,long,,initial
133,Valentine,RV2002,0089,,oji,ojib1241,ginw-,OJ:3,,,,,,long,,initial
134,Valentine,RV2002,0090,,oji,ojib1241,gizh-,OJ:3,,,,,,hot,,initial
135,Valentine,RV2002,0090,,oji,ojib1241,gizhiib-,OJ:3,,,,,,itchy,,initial
136,Valentine,RV2002,0105,,oji,ojib1241,giziibiig-,OJ:3,,,,,,wash,,initial
137,Valentine,RV2002,0105,,oji,ojib1241,giziibiigin-,OJ:3,,,,,,wash,,initial
138,Valentine,RV2002,0096,,oji,ojib1241,gozigw-,OJ:3,,,,,,have weight,,initial
139,Valentine,RV2002,0096,,oji,ojib1241,gwayak-,OJ:3,,,,,,"straight, true, correct",,initial
141,Valentine,RV2002,0096,,oji,ojib1241,iN-,OJ:3,,,,,,NG,,initial,RR
142,Valentine,RV2002,0089,,oji,ojib1241,jiibw-,OJ:3,,,,,,pointed,,initial
143,Valentine,RV2002,0100,,oji,ojib1241,maak-,OJ:3,,,,,,lame,,initial
144,Valentine,RV2002,0095,,oji,ojib1241,madwe-,OJ:3,,,,,,sound,,initial
145,Valentine,RV2002,0089,,oji,ojib1241,mang-,OJ:3,,,,,,big,,initial
146,Valentine,RV2002,0089,,oji,ojib1241,mashkaw-,OJ:3,,,,,,"solid, hard",,initial
147,Valentine,RV2002,0100,,oji,ojib1241,mashkosiiw-,OJ:3,,,,,,green,,initial
148,Valentine,RV2002,0086,,oji,ojib1241,miijim,OJ:3,,,,,,food,,medial,INCORP
149,Valentine,RV2002,0095,,oji,ojib1241,miish-,OJ:3,,,,,,hairy,,initial
150,Valentine,RV2002,0089,,oji,ojib1241,miniiw-,OJ:3,,,,,,"infected, full of pus",,initial
151,Valentine,RV2002,0086,,oji,ojib1241,minw-,OJ:3,,,,,,good,,initial
152,Valentine,RV2002,0100,,oji,ojib1241,misheyaakw-,OJ:3,,,,,,bare,,initial
154,Valentine,RV2002,0088,,oji,ojib1241,miskw-,OJ:3,,,,,,red,,initial
155,Valentine,RV2002,0100,,oji,ojib1241,mitaakw-,OJ:3,,,,,,bare,,initial
156,Valentine,RV2002,0100,,oji,ojib1241,mitask-,OJ:3,,,,,,bare,,initial
157,Valentine,RV2002,0086,,oji,ojib1241,naad-,OJ:3,,,,,,fetch,,initial,,,,,,,,,,,,,,,,,,,,,,,,,general ojibwe
158,Valentine,RV2002,0092,,oji,ojib1241,nabane-,OJ:3,,,,,,on one side,,initial
159,Valentine,RV2002,0100,,oji,ojib1241,namakw-,OJ:3,,,,,,grease,,initial
160,Valentine,RV2002,0095,,oji,ojib1241,nanaandaw-,OJ:3,,,,,,"seek, look for",,initial,,Y,,,,,,,,,,,,,,,,,,,,,,,in some dialects (specific dialects not listed). 'the reduplication indexes distribution of action in both time and space'
161,Valentine,RV2002,0095,,oji,ojib1241,nandaw-,OJ:3,,,,,,seek,,initial
162,Valentine,RV2002,0097,,oji,ojib1241,nibe-,OJ:3,,,,,,sleep,,initial
163,Valentine,RV2002,0089,,oji,ojib1241,niizh-,OJ:3,,,,,,two,,initial
164,Valentine,RV2002,0085,,oji,ojib1241,niizhoo-,OJ:3,,,,,,two,,initial
165,Valentine,RV2002,0092,,oji,ojib1241,niizhw-,OJ:3,,,,,,two,,initial,,,,,,,,,,niizhoo-
166,Valentine,RV2002,0100,,oji,ojib1241,ochaaw-,OJ:3,,,,,,lame,,initial
167,Valentine,RV2002,0099,,oji,ojib1241,omb-,OJ:3,,,,,,upward,,initial
168,Valentine,RV2002,0086,,oji,ojib1241,onzaam-,OJ:3,,,,,,too much,,initial
169,Valentine,RV2002,0100,,oji,ojib1241,otaagib-,OJ:3,,,,,,green,,initial
170,Valentine,RV2002,0086,,oji,ojib1241,ozhaawashkw-,OJ:3,,,,,,blue/green,,initial
171,Valentine,RV2002,0097,,oji,ojib1241,waag-,OJ:3,,,,,,curved,,initial,,,,,,,,,,,,,,,,,,,,,,,,,general ojibwe
172,Valentine,RV2002,0096,,oji,ojib1241,waase-,OJ:3,,,,,,NG,,initial
173,Valentine,RV2002,0093,,oji,ojib1241,web-,OJ:3,,,,,,begin,,initial
175,Valentine,RV2002,0093,,oji,ojib1241,wiid-,OJ:3,,,,,,together,,initial
176,Valentine,RV2002,0090,,oji,ojib1241,wiisag-,OJ:3,,,,,,sore,,initial
177,Valentine,RV2002,0085,,oji,ojib1241,zaag-,OJ:3,,,,,,"out(ward), emergent",,initial
178,Valentine,RV2002,0099,,oji,ojib1241,zaag-,OJ:3,,,,,,protrude,,initial
179,Valentine,RV2002,0100,,oji,ojib1241,zhaashaagin,OJ:3,,,,,,bare,,initial
180,Valentine,RV2002,0105,,oji,ojib1241,zhoom-,OJ:3,,,,,,smile,,initial
181,Valentine,RV2002,0105,,oji,ojib1241,zhoow-,OJ:3,,,,,,smile,,initial
182,Valentine,RV2002,0115,,oji,ojib1241,zoong-,OJ:3,,,,,,strong,,initial
2,Valentine,RV2001b,0441,,oji,ojib1241,-(i)zi,OJ:11,,,,,,attributive,,final,AI
5,Valentine,RV2001b,0441,,oji,ojib1241,-aa,OJ:11,,,,,,attributive,,final,II
11,Valentine,RV2001b,0441,,oji,ojib1241,-aagam-,OJ:11,,,,,,liquid,,medial
18,Valentine,RV2001b,0441,,oji,ojib1241,-aatigw-,OJ:11,,,,,,wood,,medial
20,Valentine,RV2001b,0446,,oji,ojib1241,-ad,OJ:11,,,,,,stative,,final,II
21,Valentine,RV2001b,0441,,oji,ojib1241,-akizin,OJ:11,,,,,,shoe,,final,N
26,Valentine,RV2001b,0441,,oji,ojib1241,-asimw,OJ:11,,,,,,dog,,final,NA
34,Valentine,RV2001b,0450,,oji,ojib1241,-e,OJ:11,,,,,,attribute of body part,,final,AI
57,Valentine,RV2001b,0446,,oji,ojib1241,-izi,OJ:11,,,,,,stative,,final,AI
62,Valentine,RV2001b,0450,,oji,ojib1241,-kaa,OJ:11,,,,,,abundance,,final,II,,,Y,N
65,Valentine,RV2001b,0467,,oji,ojib1241,-magad,OJ:11,,,,,,NG,,final,II,,,Y,AI,,,,,,,,,,,,,,,,,,,,"GVM: Described as ""ending,"" not final; added here since it seems to be doing what a secondary final does"
70,Valentine,RV2001b,0450,,oji,ojib1241,-nik-,OJ:11,,,,,,arm,,medial
74,Valentine,RV2001b,0444,,oji,ojib1241,-se,OJ:11,,,,,,NG,,final,AI
75,Valentine,RV2001b,0444,,oji,ojib1241,-se,OJ:11,,,,,,NG,,final,II
80,Valentine,RV2001b,0444,,oji,ojib1241,-shkaa,OJ:11,,,,,,NG,,final,AI
81,Valentine,RV2001b,0444,,oji,ojib1241,-shkaa,OJ:11,,,,,,NG,,final,II
89,Valentine,RV2001b,"0432,0437,0464",,oji,ojib1241,-wan,OJ:11,,,,,,NG,,final,II
90,Valentine,RV2001b,"0441,0444",,oji,ojib1241,-wan,OJ:11,,,,,,NG,,final,NI
91,Valentine,RV2001b,"0432,0437,0464",,oji,ojib1241,-wi,OJ:11,,,,,,NG,,final,AI
92,Valentine,RV2001b,"0439,0441,0443",,oji,ojib1241,-wi,OJ:11,,,,,,NG,,final,NA
121,Valentine,RV2001b,0450,,oji,ojib1241,dew-,OJ:11,,,,,,sore,,initial
123,Valentine,RV2001b,0441,,oji,ojib1241,dinow-,OJ:11,,,,,,kind of,,initial
140,Valentine,RV2001b,0435,,oji,ojib1241,iN-,OJ:11,,,,,,"such, manner, way",,initial,RR
153,Valentine,RV2001b,0441,,oji,ojib1241,miskw-,OJ:11,,,,,,red,,initial
174,Valentine,RV2001b,0450,,oji,ojib1241,wiid-,OJ:11,,,,,,together,,initial
