Component ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Project Definition,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
11,Armoskaite & Junker,SA_MOJ2017,0003,bla,,siks1238,-a'tsis,BF:1,,,,,,instrument,,final,N,,,Y,INTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
12,Bliss et al. ,HB_ET_AL2012,0006,bla,,siks1238,-a'tsis,BF:1,,,,,,instrument,,final,N,,,Y,V
6,Genee,IXG2013,0101,bla,,siks1238,-a,BF:1,,,,,,NG,,final,,,,N
7,Bliss,HB2010,0060,bla,,siks1238,-a,BF:1,,,,,,NG,,final,AI,,ABSTR
8,Genee,IXG2013,0102,bla,,siks1238,-á,BF:1,,,,,,NG,,final,AI
13,Armoskaite,SA2010,"0062, 0066, 0067",bla,,siks1238,-aa,BF:1,,,,,,pseudo-intransitive,AI+O,final,AI+O,,,,,,,,,,,ihkiitaa,,ihkiit-aa,V,pseudo-intransitive,bake,,SA2010;0062,,,,,,,,,,,,,,,,,,,,,,,,MAM
14,Armoskaite,SA2010,0067,bla,,siks1238,-aa,BF:1,,,,,,intransitive,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
15,Genee,IXG2013,"0102,0104,0105,0106",bla,,siks1238,-aa,BF:1,,,,,,NG,,final,AI
16,Bliss et al. ,HB_ET_AL2012,0001,bla,,siks1238,-aa,BF:1,,,,,,NG,,final,AI
22,Armoskaite,SA2010,"0062, 0064, 0065",bla,,siks1238,-aki,BF:1,,,,,,pseudo-intransitive,AI+O,final,AI+O,,,,,,,,,,,ssinnaki,,ss-yinn-aki,V,pseudo-intransitive,break by hand,,SA2010;0062,o'taki,,o't-aki,V,pseudo-intransitive,,,SA2010;0063,,,,,,,,,,,,,,,,MAM
23,Genee,IXG2013,"0098,0101,0102,0108",bla,,siks1238,-aki,BF:1,,,,,,NG,,final,AI,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GVM: Discussed as ""detransitivizing"" as it attaches to an inherently transitive verb but creates an intransitive verb. "
24,Bliss et al. ,HB_ET_AL2012,0011,bla,,siks1238,-aki,BF:1,,,,,,NG,,final,AI
25,Armoskaite,SA2010,"0062, 0064, 0067",bla,,siks1238,-at,BF:1,,,,,,TA,,final,TA,,,,,,,,-atoo,,,sisowat,,siso-at,V,TA,cut,,SA2010;0062,ihkiitat,,ihkiit-at,V,TA,bake,,SA2010;0062,o'kaas-at,,,V,TA,grab,,SA2010;0063,,,,,,,,MAM
26,Genee,IXG2013,"0102,0104,0106,0108",bla,,siks1238,-at,BF:1,,,,,,NG,,final,TA
27,Bliss,HB2010,0062,bla,,siks1238,-at,BF:1,,,,,,NG,,final,TA,,ABSTR
