ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem source-A,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
1,Valentine,RV2002,112,---,,---,-kot-,C-E:1,,,,,,nose,nose,medial
2,Valentine,RV2002,117,---,,---,-yi,C-E:1,,,,,,self-initiated body movement,movement (body),final,AI
3,Valentine,RV2002,102,---,,---,chiich-,C-E:1,,,,,,NG,,initial,,,,,,,,,,,,,,,,,,,,,,,,,likely itch or scratch
4,Valentine,RV2002,107,---,,---,paahp-,C-E:1,,,,,,laugh,laugh,initial
5,Valentine,RV2002,103,---,,---,pahkope-,C-E:1,,,,,,movement into water?,movement (into water),initial,,,,,,,,,,,,,,,,,,,,,,,,,likely 'in water';  used in intransitive motion verbs
6,Valentine,RV2002,102,---,,---,payehk-,C-E:1,,,,,,clean,clean,initial
