ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
218,Costa,DJC2019,0004,mia,,miam1252,-ihtan,MY:Standard,,,,,,"flow, current","current, flow (N)",final,II
219,Costa,DJC2019,0003,mia,,miam1252,-ihtawakii,MY:Standard,,,,,,ear,ear,final,AI
220,Costa,DJC2019,0003,mia,,miam1252,-ihtawakii-,MY:Standard,,,,,,ear,,medial
221,Costa,DJC2019,0003,mia,,miam1252,-iihkwanee,MY:Standard,,,,,,elbow,elbow,final,AI
222,Costa,DJC2019,0001,mia,,miam1252,-iihsi,MY:Standard,,,,,,bird,,final,N
223,Costa,DJC2019,0003,mia,,miam1252,-iihsini,MY:Standard,,,,,,eat,eat,final,AI
224,Costa,DJC2019,0006,mia,,miam1252,-iiki,MY:Standard,,,,,,"live, dwell","dwell, live (V)",final,AI
225,Costa,DJC2019,0006,mia,,miam1252,-iikim,MY:Standard,,,,,,"live, dwell","dwell, live (V)",final,TA
226,Costa,DJC2019,0009,mia,,miam1252,-iilaniwee,MY:Standard,,,,,,tongue,tongue,final,AI
227,Costa,DJC2019,0004,mia,,miam1252,-iinkil,MY:Standard,,,,,,forehead,forehead,final,N
228,Costa,DJC2019,0004,mia,,miam1252,-iinkilee-,MY:Standard,,,,,,forehead,forehead,final,AI
229,Costa,DJC2019,0004,mia,,miam1252,-iinkilee-,MY:Standard,,,,,,forehead,,medial
230,Costa,DJC2019,0004,mia,,miam1252,-iinkwee,MY:Standard,,,,,,"face, corn","corn, face",final,AI
231,Costa,DJC2019,0004,mia,,miam1252,-iinkwee-,MY:Standard,,,,,,"face, corn",,medial
232,Costa,DJC2019,0009,mia,,miam1252,-iipit,MY:Standard,,,,,,tooth,tooth,final,N
233,Costa,DJC2019,0003,mia,,miam1252,-iiwaawee,MY:Standard,,,,,,egg,egg,final,AI
234,Costa,DJC2019,0005,mia,,miam1252,-ikaan,MY:Standard,,,,,,house,,final,N
235,Costa,DJC2019,0008,mia,,miam1252,-ikaapaa,MY:Standard,,,,,,stand,,final,II
236,Costa,DJC2019,0008,mia,,miam1252,-ikaapaawi,MY:Standard,,,,,,stand,,final,AI
237,Costa,DJC2019,0008,mia,,miam1252,-ikaapaayom,MY:Standard,,,,,,stand,,final,TA
238,Costa,DJC2019,0009,mia,,miam1252,-ikaataakan,MY:Standard,,,,,,toe,toe,final,AI
239,Costa,DJC2019,0004,mia,,miam1252,-ikaatee,MY:Standard,,,,,,foot,foot,final,AI
240,Costa,DJC2019,0004,mia,,miam1252,-ikaatee-,MY:Standard,,,,,,foot,,medial
241,Costa,DJC2019,0006,mia,,miam1252,-ikan,MY:Standard,,,,,,leg,leg,final,N
242,Costa,DJC2019,0006,mia,,miam1252,-ikanee,MY:Standard,,,,,,leg,leg,final,AI
243,Costa,DJC2019,0006,mia,,miam1252,-ikanee,MY:Standard,,,,,,leg,,medial
244,Costa,DJC2019,0006,mia,,miam1252,-ikašii,MY:Standard,,,,,,"nail, claw","claw, nail",final,AI
245,Costa,DJC2019,0006,mia,,miam1252,-ikašii-,MY:Standard,,,,,,"nail, claw",,medial
246,Costa,DJC2019,0005,mia,,miam1252,-ikii-,MY:Standard,,,,,,house,,final,AI
247,Costa,DJC2019,0005,mia,,miam1252,-ikitikwee,MY:Standard,,,,,,knee,knee,final,AI
248,Costa,DJC2019,0005,mia,,miam1252,-ikitikwee,MY:Standard,,,,,,knee,,medial
249,Costa,DJC2019,0006,mia,,miam1252,-ikolee,MY:Standard,,,,,,nose,nose,final,AI
250,Costa,DJC2019,0006,mia,,miam1252,-ikolee(w)-,MY:Standard,,,,,,nose,,medial
251,Costa,DJC2019,0006,mia,,miam1252,-ikon,MY:Standard,,,,,,liver,liver,final,AI
252,Costa,DJC2019,0009,mia,,miam1252,-ikontaakan,MY:Standard,,,,,,throat,throat,final,AI
253,Costa,DJC2019,0006,mia,,miam1252,-ikoši,MY:Standard,,,,,,nose,nose,final,AI
254,Costa,DJC2019,0006,mia,,miam1252,-ikwee-,MY:Standard,,,,,,neck,,medial
255,Costa,DJC2019,0006,mia,,miam1252,-ikweekan,MY:Standard,,,,,,neck,neck,final,AI
256,Costa,DJC2019,0006,mia,,miam1252,-ikweekan,MY:Standard,,,,,,neck,neck,final,N
257,Costa,DJC2019,0008,mia,,miam1252,-ilahakii,MY:Standard,,,,,,"skin, shell, scale",,final,AI
258,Costa,DJC2019,0008,mia,,miam1252,-ilahakii,MY:Standard,,,,,,"skin, shell, scale",,final,II
259,Costa,DJC2019,0008,mia,,miam1252,-ilahakii-,MY:Standard,,,,,,"skin, shell, scale",,medial
260,Costa,DJC2019,0006,mia,,miam1252,-ilakahkwee,MY:Standard,,,,,,palate,palate,final,AI
261,Costa,DJC2019,0005,mia,,miam1252,-ilakiši,MY:Standard,,,,,,"intestine, bowel","bowel, intestine",final,AI
262,Costa,DJC2019,0004,mia,,miam1252,-ilee,MY:Standard,,,,,,"fire, burn","burn, fire",final,II
263,Costa,DJC2019,0002,mia,,miam1252,-ileehsee,MY:Standard,,,,,,breathe,,final,AI
264,Costa,DJC2019,0009,mia,,miam1252,-ilehšiwee,MY:Standard,,,,,,testicle,testicle,final,AI
265,Costa,DJC2019,0009,mia,,miam1252,-ilehšiwee-,MY:Standard,,,,,,testicle,,medial
266,Costa,DJC2019,0005,mia,,miam1252,-ilencii,MY:Standard,,,,,,hand2,hand,final,AI
267,Costa,DJC2019,0005,mia,,miam1252,-ilencii-,MY:Standard,,,,,,hand2,,medial
268,Costa,DJC2019,0002,mia,,miam1252,-ilenee,MY:Standard,,,,,,breast (woman’s),breast,final,AI
269,Costa,DJC2019,0009,mia,,miam1252,-ilenkw,MY:Standard,,,,,,wing,wing,final,N
270,Costa,DJC2019,0009,mia,,miam1252,-ilenkwan,MY:Standard,,,,,,wing,wing,final,AI
271,Costa,DJC2019,0001,mia,,miam1252,-ilha(h)aki,MY:Standard,,,,,,bark (of tree),bark (N),final,II
272,Costa,DJC2019,0008,mia,,miam1252,-ilookii,MY:Standard,,,,,,skin,skin,final,AI
273,Costa,DJC2019,0001,mia,,miam1252,-ilotam,MY:Standard,,,,,,applicative,APPLICATIVE,final,TI,,,,,,,-ilotaw
274,Costa,DJC2019,0001,mia,,miam1252,-ilotaw,MY:Standard,,,,,,applicative,APPLICATIVE,final,TA,,,,,,,,-ilotam
275,Costa,DJC2019,0008,mia,,miam1252,-im,MY:Standard,,,,,,"speech, by","speech, MANNER",final,TA
276,Costa,DJC2019,0003,mia,,miam1252,-imaamawee,MY:Standard,,,,,,eyebrow,eyebrow,final,AI
277,Costa,DJC2019,0003,mia,,miam1252,-imaamawee-,MY:Standard,,,,,,eyebrow,,medial
278,Costa,DJC2019,0009,mia,,miam1252,-imehkomi,MY:Standard,,,,,,vein,vein,final,AI
279,Costa,DJC2019,0001,mia,,miam1252,-imin,MY:Standard,,,,,,berry,,final,N
280,Costa,DJC2019,0002,mia,,miam1252,-imotayi,MY:Standard,,,,,,clothing1,clothing,final,AI,,,,,,,,,,,,,,,,,,,,,,,,"yes defined as ""clothing1"""
281,Costa,DJC2019,0001,mia,,miam1252,-imotee,MY:Standard,,,,,,belly,belly,final,AI,,,,,,,,,,,,,,,,,,,,,,,,Costa has (?)
282,Costa,DJC2019,0007,mia,,miam1252,-impee,MY:Standard,,,,,,penis,penis,final,AI
283,Costa,DJC2019,0008,mia,,miam1252,-imyaakosi,MY:Standard,,,,,,smell,,final,AI
284,Costa,DJC2019,0008,mia,,miam1252,-imyaakw-,MY:Standard,,,,,,smell,,medial
285,Costa,DJC2019,0008,mia,,miam1252,-imyaakwan,MY:Standard,,,,,,smell,,final,II
286,Costa,DJC2019,0008,mia,,miam1253,-imyaasi,MY:Standard,,,,,,smell,,final,AI
287,Costa,DJC2019,0001,mia,,miam1252,-inaakosi,MY:Standard,,,,,,"appear, be","appear, be, look like, seem",final,AI,,,,,,-inaakwat
288,Costa,DJC2019,0001,mia,,miam1252,-inaakwat,MY:Standard,,,,,,"appear, be","appear, be, look like, seem",final,II,,,,,-inaakosi
289,Costa,DJC2019,0007,mia,,miam1252,-inakii,MY:Standard,,,,,,sing,sing,final,AI
290,Costa,DJC2019,0007,mia,,miam1252,-inakiim,MY:Standard,,,,,,sing,sing,final,TA
291,Costa,DJC2019,0003,mia,,miam1252,-inee,MY:Standard,,,,,,die,,final,AI
292,Costa,DJC2019,0004,mia,,miam1252,-inehkii,MY:Standard,,,,,,hand1,hand,final,AI
293,Costa,DJC2019,0004,mia,,miam1252,-inehkii-,MY:Standard,,,,,,hand1,,medial
294,Costa,DJC2019,0004,mia,,miam1252,-iniiki,MY:Standard,,,,,,grow,,final,AI
295,Costa,DJC2019,0004,mia,,miam1252,-iniikin,MY:Standard,,,,,,grow,,final,II
296,Costa,DJC2019,0004,mia,,miam1252,-iniikitoo,MY:Standard,,,,,,grow,,final,TI
297,Costa,DJC2019,0002,mia,,miam1252,-intepee,MY:Standard,,,,,,"brain, head","brain, head",final,AI
298,Costa,DJC2019,0002,mia,,miam1252,-intepee-,MY:Standard,,,,,,"brain, head",,medial
299,Costa,DJC2019,0005,mia,,miam1252,-intepikan,MY:Standard,,,,,,head,head,final,AI
300,Costa,DJC2019,0006,mia,,miam1252,-ipak(w)-,MY:Standard,,,,,,leaf,,medial
301,Costa,DJC2019,0006,mia,,miam1252,-ipakaan,MY:Standard,,,,,,nut,nut,final,N
302,Costa,DJC2019,0006,mia,,miam1252,-ipakaani-,MY:Standard,,,,,,nut,,medial
303,Costa,DJC2019,0006,mia,,miam1252,-ipakat,MY:Standard,,,,,,leaf,leaf,final,II
304,Costa,DJC2019,0006,mia,,miam1252,-ipakw-,MY:Standard,,,,,,leaf,leaf,final,N
305,Costa,DJC2019,0002,mia,,miam1252,-ipaleewee,MY:Standard,,,,,,chest,chest,final,AI
306,Costa,DJC2019,0001,mia,,miam1252,-ipehkwan,MY:Standard,,,,,,"back, rib","back, rib",final,AI
307,Costa,DJC2019,0001,mia,,miam1252,-ipehkwan(ee)-,MY:Standard,,,,,,"back, rib",,medial
308,Costa,DJC2019,0001,mia,,miam1252,-ipihkwee,MY:Standard,,,,,,bladder,bladder,final,AI
309,Costa,DJC2019,0009,mia,,miam1252,-ipiikan,MY:Standard,,,,,,water,,final,II
310,Costa,DJC2019,0009,mia,,miam1252,-ipiikw,MY:Standard,,,,,,water,,final,N
311,Costa,DJC2019,0008,mia,,miam1252,-ipikwi,MY:Standard,,,,,,spider,spider,final,N
312,Costa,DJC2019,0009,mia,,miam1252,-ipwaamee,MY:Standard,,,,,,thigh(s),thigh,final,AI,,,,,,,,,,,,,,,,,,,,,,,,corrected translation from 'thigh's
313,Costa,DJC2019,0009,mia,,miam1252,-ipwaamee-,MY:Standard,,,,,,thigh(s),,medial,,,,,,,,,,,,,,,,,,,,,,,,,corrected translation from 'thigh's
314,Costa,DJC2019,0003,mia,,miam1252,-ipwi,MY:Standard,,,,,,drink,drink,final,AI
315,Costa,DJC2019,0009,mia,,miam1252,-isi,MY:Standard,,,,,,"thread, to",thread (V),final,AI
316,Costa,DJC2019,0005,mia,,miam1252,-iteehee,MY:Standard,,,,,,heart,heart,final,AI
317,Costa,DJC2019,0005,mia,,miam1252,-iteehee-,MY:Standard,,,,,,heart,,medial
318,Costa,DJC2019,0007,mia,,miam1252,-iteliwee,MY:Standard,,,,,,shoulder,shoulder,final,AI
319,Costa,DJC2019,0001,mia,,miam1252,-itiwee,MY:Standard,,,,,,"ass, anus","anus, ass",final,AI
320,Costa,DJC2019,0006,mia,,miam1252,-iton,MY:Standard,,,,,,mouth,mouth,final,AI
321,Costa,DJC2019,0006,mia,,miam1252,-iton,MY:Standard,,,,,,mouth,mouth,final,N
322,Costa,DJC2019,0005,mia,,miam1252,-itoontan,MY:Standard,,,,,,heel,heel,final,AI
323,Costa,DJC2019,0009,mia,,miam1252,-iwiiwee,MY:Standard,,,,,,wife,wife,final,AI
324,Costa,DJC2019,0005,mia,,miam1252,-iwilee,MY:Standard,,,,,,"horn, antler","antler, horn",final,AI
325,Costa,DJC2019,0005,mia,,miam1252,-iwilee-,MY:Standard,,,,,,"horn, antler",,medial
326,Costa,DJC2019,0009,mia,,miam1252,-ohsee,MY:Standard,,,,,,walk,,final,AI
327,Costa,DJC2019,0006,mia,,miam1252,-wal,MY:Standard,,,,,,"load, carry","carry, load",final,AI
328,Costa,DJC2019,0008,mia,,miam1252,-wee,MY:Standard,,,,,,speak,,final,AI
329,Haas,MH1958a,0243,mia,,miam1252,kak(k)-,MY:1,,,,,,scrape,scrape,initial
330,Goddard,IG1965,0211,mia,,miam1252,lam-,MY:1,,,,*-aθa·m-,,underneath,underneath,initial
331,Costa,DJC2013,0200,mia,,miam1252,nip-,MY:1,,,,,,cold,cold,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,HTL
332,Goddard,IG1965,0219,mia,,miam1252,wak-,MY:1,,,,"*wa·kene·wa, *wa·kenamwa",,bend,bend,initial,,,,,,,,,,,,,,,,,,,,,,,,,GVM: PA form: only verbs given
