ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Base Category (if secondary)-B,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Allomorph-B,Allomorph-C,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Formative/component occurs in what component(s)-A,Formative/component occurs in what component(s)-B,Formative/component occurs in what component(s)-C,Formative/component occurs in what component(s)-D,Contains component (enter)-A,Contains formative (enter)-A,Contains formative (enter)-B,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
450,Aubin,GA1975b,0095,alg,,algo1256,*-m(p)-,PA:4,,,,,,NG,,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go67b.87
451,Bloomfield,LB1946,0107,alg,,algo1256,*-makate,PA:1,,,,,,NG,,final,II,,,Y,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
452,Aubin,GA1975b,0084,alg,,algo1256,*-makate,PA:4,,,,,,NG,,final,INTR,,,Y,V,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intr. verb final deriving II stems from Al stems'. B146.107
455,Goddard,IG1979a,0075,alg,,algo1256,*-min-,PA:6,,,,,,berry; fruit nut,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,*min-,,,MAM
460,Aubin,GA1975b,0094,alg,,algo1256,*-mo:te:,PA:4,,,,,,"bag, sack","bag, sack",medial,,,,,,,,,,,*-mo:tye:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perhaps *-mo:tye:-'. Sb67b.53
461,Aubin,GA1975b,0094,alg,,algo1256,*-mo:tye:-,PA:4,,,,,,bag,bag,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sb67b.56
462,Aubin,GA1975b,0095,alg,,algo1256,*-mya:-,PA:4,,,,,,smell,smell,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B125.139
463,Bloomfield,LB1946,0106,alg,,algo1256,*-n,PA:1,,,,,,"actions, products, instruments","action, instrument, product",final,N,,,Y,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
464,Bloomfield,LB1946,0115,alg,,algo1256,*-n,PA:1,,,,,,"by sight, perception","perception, sight, MANNER",final,TI,,,,,,,,*-naw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
467,Bloomfield,LB1946,0115,alg,,algo1256,*-naw,PA:1,,,,,,"by sight, perception; see",,final,TA,,,,,,,,,*-n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
469,Aubin,GA1975b,0098,alg,,algo1256,*-naθ-,PA:4,,,,,,assail,assail,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B125.148
470,Bloomfield,LB1946,0113,alg,,algo1256,*-nčim,PA:1,,,,,,NG,,final,TA,,,,,,,,,*-nčitoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-nt,,,,,,MAM
471,Aubin,GA1975b,0098,alg,,algo1256,*-nčim,PA:4,,,,,,in water,in water,final,TA,,,,,,,,,*-nčito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.113
472,Aubin,GA1975b,0098,alg,,algo1256,*-nčito,PA:4,,,,,,in water,in water,final,TI,,,,,,,,*-nčim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.113
473,Bloomfield,LB1946,0113,alg,,algo1256,*-nčitoo,PA:1,,,,,,NG,,final,TI,,,,,,,,*-nčim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-nt,,,,,,MAM
474,Aubin,GA1975b,0099,alg,,algo1256,*-ne,PA:4,,,,,,NG,,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.111
475,Aubin,GA1975b,0111,alg,,algo1256,*-nexke:-,PA:4,,,,,,arm,arm,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-stem form' Vo41.145
476,Goddard,IG1980,0144,alg,,algo1256,*-neθk(e·)-,PA:2,,,,,,arm  ,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
477,Siebert,FS1941,0299,alg,,algo1256,*-neθki,PA:6,,,,,,hand,,final
478,Aubin,GA1975b,0110,alg,,algo1256,*-neθki,PA:4,,,,,,hand,hand,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sb41.299
479,Bloomfield,LB1946,0109,alg,,algo1256,*-nso,PA:1,,,,,,middle reflexive,"MIDDLE, REFLEXIVE",final,AI,,,,,,,*-ntee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
480,Aubin,GA1975b,0116,alg,,algo1256,*-nso,PA:4,,,,,,"by thought, by speech","speech, thought, MANNER",final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middle reflexive' B146.109
481,Bloomfield,LB1946,0109,alg,,algo1256,*-nt,PA:1,,,,,,NG,,final,TI,,,,,,,,*-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
482,Bloomfield,LB1946,0111,alg,,algo1256,*-nt,PA:1,,,,,,in water,in (water),prefinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-nt-ne,*-nt-ee,,,,,,,,,,MAM
483,Bloomfield,LB1946,0112,alg,,algo1256,*-nt,PA:1,,,,,,"by speech, by thought","speech, thought, MANNER",final,TI,,,,,,,,*-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
484,Bloomfield,LB1946,0113,alg,,algo1256,*-nt,PA:1,,,,,,NG,,prefinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, *-nčim,*-nčitoo,,,,,,,,,,MAM
487,Bloomfield,LB1946,0111,alg,,algo1256,*-nt-ee,PA:1,,,,,,in water,in water,final,II,,,,,,*-nt-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-nt,,,,"""Prefinal -nt 'in water' is followed by an. -ne, inan -ee""",,MAM
488,Bloomfield,LB1946,0111,alg,,algo1256,*-nt-ne,PA:1,,,,,,in water,in water,final,AI,,,,,,,*-nt-ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-nt,,,,"""Prefinal -nt 'in water' is followed by an. -ne, inan -ee""",,MAM
489,Aubin,GA1975b,0116,alg,,algo1256,*-nte:,PA:4,,,,,,"by thought, by speech","speech, thought, MANNER",final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middle reflexive' B146.109
490,Bloomfield,LB1946,0109,alg,,algo1256,*-ntee,PA:1,,,,,,middle reflexive,"MIDDLE, REFLEXIVE",final,II,,,,,,*-nso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
491,Goddard,IG1990a,0466,alg,,algo1256,*-ntep-,PA:6,,,,,,head,head,medial,,,,,,,,,,,*-a·ntep-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
492,Bloomfield,LB1946,0109,alg,,algo1256,*-o,PA:1,,,,,,middle reflexive,"MIDDLE, REFLEXIVE",final,AI,,,Y,TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
493,Aubin,GA1975b,0119,alg,,algo1256,*-o,PA:4,,*-o,,,,reflexive,,final,,,,Y,V,TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verb final added to TA stems to form an. middle reflexives' B146.109
494,Aubin,GA1975b,0118,alg,,algo1256,*-o:m,PA:4,,,,,,carry on one's back,carry (on back),final,TA,,,,,,,,,*-o:nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.113
495,Aubin,GA1975b,0118,alg,,algo1256,*-o:nt,PA:4,,,,,,carry on one's back,carry (on back),final,TI,,,,,,,,*-o:m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.113
496,Aubin,GA1975b,0118,alg,,algo1256,*-o:θ-,PA:4,,,,,,canoe,canoe,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B125.139
497,Costa,DJC2001,0282,alg,,algo1256,*-o·θ-,PA:6,,,,,,boat,boat,initial
498,Aubin,GA1975b,0119,alg,,algo1256,*-ohθe:,PA:4,,,,,,walk,walk,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.111
499,Bloomfield,LB1946,0111,alg,,algo1256,*-ohθee,PA:1,,,,,,walk,walk,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
502,Bloomfield,LB1946,0112,alg,,algo1256,*-ot,PA:1,,,,,,NG,,final,TI,,,,,,,,*-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""peculiar""",,MAM
503,Goddard,IG1979a,0075,alg,,algo1256,*-oθ-,PA:6,,,,,,canoe,canoe,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
504,Aubin,GA1975b,0126,alg,,algo1256,*-pahto:,PA:4,,,,,,run,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.91
505,Bloomfield,LB1946,0091,alg,,algo1256,*-pahtoo,PA:1,,,,,,run,run,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
506,Brittain & Acton,JB_SA2014,0475,alg,,algo1256,*-pali,PA:1,,,,,,move,move,final,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
507,Brittain & Acton,JB_SA2014,0475,alg,,algo1256,*-pali,PA:1,,,,,,move,move,final,AI
508,Aubin,GA1975b,0127,alg,,algo1256,*-pe:,PA:4,,,,,,sleep,,final,,,,,,,,,,,,,,,*wi:xpe:-,,,V,AI,sleep with others,,GA1975b;0161,*wi:xpe:m-,,,V,TA,sleep with,,GA1975b;0161,,,,,,,,,,,,,,,,,,,,,,,,,,B146.91; *wi:xpe:- B146.113; *wi:xpe:m- B146.113
509,Bloomfield,LB1946,0091,alg,,algo1256,*-pee,PA:1,,,,,,sleep,sleep,final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
510,Aubin,GA1975b,0131,alg,,algo1256,*-pexkwane:-,PA:4,,,,,,back,back,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mc35b.157
511,Bloomfield,LB1946,0104,alg,,algo1256,*-piso,PA:1,,,,,,"move without obstruction, glide",glide,final,AI,,CONCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
512,Goddard,IG1980,0144,alg,,algo1256,*-piso,PA:2,,,,,,be tied,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
514,Bloomfield,LB1946,"0091,0109",alg,,algo1256,*-po,PA:1,,,,,,eat; middle reflexive,"eat, MIDDLE, REFLEXIVE",final,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p. 91 defines as 'eat'; p. 109 says middle reflexive,,MAM
515,Aubin,GA1975b,0134,alg,,algo1256,*-po,PA:4,,,,,,eat,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.91
516,Bloomfield,LB1946,0114,alg,,algo1256,*-pot,PA:1,,,,,,by mouth,"mouth, MANNER",final,TI,,,,,,,,*-pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Somewhat different and far less common [than *-ešw/*-eš]""",,MAM
518,Aubin,GA1975b,0134,alg,,algo1256,*-pote:-,PA:4,,,,,,affected by rapid handling (inan),handle,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B125.148
519,Bloomfield,LB1946,0114,alg,,algo1256,*-pw,PA:1,,,,,,by mouth,"mouth, MANNER",final,TA,,,,,,,,,*-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Somewhat different and far less common [than *-ešw/*-eš]""",,MAM
521,Aubin,GA1975b,0136,alg,,algo1256,*-Qpani,PA:4,,,,,,vulva,vulva,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ha58.244
522,Bloomfield,LB1946,0106,alg,,algo1256,*-qs,PA:1,,,,,,diminutive,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
523,Bloomfield,LB1946,0114,alg,,algo1256,*-qt,PA:1,,,,,,action relative to an object,TRANSITIVE,final,TI,,,Y,AI,,,,*-qtaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
524,Bloomfield,LB1946,0114,alg,,algo1256,*-qtaw,PA:1,,,,,,action relative to an object,TRANSITIVE,final,TA,,,Y,AI,,,,,*-qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
525,Bloomfield,LB1946,0114,alg,,algo1256,*-s,PA:1,,,,,,by heat,"heat, MANNER",final,TI,,,,,,,,*-sw,,,,,,wens-,,,V,TI,bring to boiling,,LB1946;0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allomorph of *-es?,,MAM
526,Goddard,IG1979a,0092,alg,,algo1256,*-s,PA:6,,,,,,diminutive,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The diminutive ending appears to have been originally *-hs, or perhaps *-s.""",,MAM
527,Aubin,GA1975a,0187,alg,,algo1256,*-šihθa,PA:2,,,,,,cross uncle,cross uncle,medial
528,Bloomfield,LB1946,0119,alg,,algo1256,*-sit,PA:1,,,,,,foot,foot,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""medial appears as a noun final""",,MAM
529,Bloomfield,LB1946,0119,alg,,algo1256,*-sit-,PA:1,,,,,,foot,foot,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also dependent noun stem,,MAM
533,Goddard,IG1979a,0092,alg,,algo1256,*-šiθ-,PA:6,,,,,,NG,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not clear if 'mother's brother' or 'father-in-law',,MAM
534,Goddard,IG1979a,0079,alg,,algo1256,*-škanšy-,PA:6,,,,,,"(finger) nail, claw, hoof","claw, fingernail, hoof, nail (finger)",medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IG gives as stem, I have labeled as a medial. The stem ""can be reconstructed as *-xkanšy- for the Eastern Algonquian langauges and Arapaho, but other languages point to *šskanšy-"" (Goddard 1979 pp78-79) - SL",,MAM
535,Aubin,GA1975b,0142,alg,,algo1256,*-ški:nšekw-,PA:4,,,,,,"eye, face","eye, face",medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.117
536,Bloomfield,LB1946,0117,alg,,algo1256,*-škiinšekw-,PA:1,,,,,,"eye, face",,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
537,Aubin,GA1975b,0142,alg,,algo1256,*-šky-,PA:4,,,,,,"hair, leaf, foliage","foliage, hair, leaf",medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ha58.246
538,Bloomfield,LB1946,0109,alg,,algo1256,*-so,PA:1,,,,,,middle reflexive,"MIDDLE, REFLEXIVE",final,AI,,,,,,,*-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
541,Bloomfield,LB1946,0117,alg,,algo1256,*-štikwaan-,PA:1,,,,,,head,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
542,Bloomfield,LB1946,0114,alg,,algo1256,*-sw,PA:1,,,,,,by heat,"heat, MANNER",final,TA,,,,,,,,,*-s,,,,,wensw-,,,V,TA,bring to boiling,,LB1946;0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allomorph of *-esw?,,MAM
543,Bloomfield,LB1946,"0109,0112",alg,,algo1256,*-t,PA:1,,,,,,NG,,final,TI,,,,,,,,*-θ,,,,,,piintwikee-,,,,,,,LB1946;0112,miikaat-,,,,,fight,,LB1946;0112,nooçkwaat-,,,,,,,LB1946;0112,,,,,,,,,,,,,,,,,,,,MAM
544,Bloomfield,LB1946,0112,alg,,algo1256,*-t,PA:1,,,,,,NG,,final,TI,,,B,AI,,,,*-θ,,,,,,*miikaat-,,,V,TI,fight,,LB1946;0112,*nooçkwaat-,,,V,TI,lick,,LB1946;0112,*et-,,,V,TI,say so to,,LB1946;0112,,,,,,,,,,,,,,,,,,"""Transitive verb finals or instrumentals go in pairs""; ""in secondary use it is added to an. intr. stems in -ee; this vowel is replaced in some words by aa, in others by a""; *eθ- and *et- ""another odd pair"".",,MAM
545,Goddard,IG1965,0217,alg,,algo1256,*-ta·hpixkani,PA:6,,,,,,"jaw, chin","chin, jaw",final
546,Aubin,GA1975a,0184,alg,,algo1256,*-ta·na,PA:2,,,,,,daughter,daughter,medial
547,Bloomfield,LB1946,0119,alg,,algo1256,*-tala,PA:1,,,,,,NG,,premedial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not clear if this is PA or just in Fox,,MAM
550,Bloomfield,LB1946,0109,alg,,algo1256,*-tee,PA:1,,,,,,middle reflexive,"MIDDLE, REFLEXIVE",final,II,,,,,,*-so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
551,Bloomfield,LB1946,"0104,0117",alg,,algo1256,*-teeh-,PA:1,,,,,,heart,heart,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
552,Goddard,IG1990a,0466,alg,,algo1256,*-temp-,PA:6,,,,,,brain,brain,initial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
553,Goddard,IG1979a,0108,alg,,algo1256,*-temp-,PA:6,,,,,,brain,brain,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In dependent N,,MAM
554,Aubin,GA1975b,0145,alg,,algo1256,*-tempe:-,PA:4,,,,,,brain,brain,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mc35b.145
555,Aubin,GA1975b,0145,alg,,algo1256,*-to:,PA:4,,,,,,NG,,final,TI,,,,,,,,,,,,,,*kya:to:-,,,V,TI,hide,,GA1975b;0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pseudo-TI final' B146.112; *kya:to:- B146.112
556,Bloomfield,LB1946,0095,alg,,algo1256,*-too,PA:1,,,,,,NG,,final,TI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pseudo-transitive, ""namely intr. verbs formed mostly with [this suffix] and taking implied objects""",,MAM
557,Bloomfield,LB1946,"0109,0112",alg,,algo1256,*-too,PA:1,,,,,,NG,,final,TI,,,,,,,,,,,,,,ešihtoo-,,,V,TI,,,LB1946;0108,pyeetoo-,,,,,,,LB1946;0112,kyaatoo-,,,,,hide,,LB1946;0109,,,,,,,,,,,,,,,,,,pseudo-transitive,,MAM
558,Bloomfield,LB1946,0111,alg,,algo1256,*-too,PA:1,,,,,,NG,,final,TI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pseudo-transitive. ""Transitive verb finals or instrumentals go in pairs""",,MAM
559,Bloomfield,LB1946,0112,alg,,algo1256,*-too,PA:1,,,,,,NG,,final,TI,,,B,AI,,,,,,,,,,*pyeetoo-,,,V,TI,,,LB1946;0112,*kyaatoo-,,,V,TI,hide,,LB1946;0109,*naate-,,,V,TI,fetch,,LB1946;0110,,,,,,,,,,,,,,,,,,"pseudo-transitive inanimate. ""Transitive verb finals or instrumentals go in pairs""; ; ""in secondary use it is added to an. intr. stems in -ee; this vowel is replaced in some words by aa, in others by a""; *naate- is ""an odd pseudo-tr. inan.""",,MAM
561,Bloomfield,LB1946,"0105,0118",alg,,algo1256,*-w,PA:1,,,,,,NG,,final,N,,ABSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
562,Bloomfield,LB1946,0106,alg,,algo1256,*-w,PA:1,,,,,,agent,AGENT,final,N,,,Y,II,AI,,,,,*-∅-,/ w ___,,,*ni·ki·hekw-∅-,,,N,,,,IG1990a;0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""freely added to intr. verb stems""",,MAM
563,Bloomfield,LB1946,0117,alg,,algo1256,*-w,PA:1,,,,,,NG,,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
564,Bloomfield,LB1946,0121,alg,,algo1256,*-w,PA:1,,,,,,NG,,postradical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*kepw-,,,,,,,,,,,MAM
565,Goddard,IG1990a,"0463,0473",alg,,algo1256,*-w,PA:6,,,,,,NG,,final,N,,ABSTR,,,,,,,,*-∅-,"/ w, y ___",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
566,Aubin,GA1975b,0149,alg,,algo1256,*-w,PA:4,,,,,,NG,,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noun final added to intr. verb stems to form agent nouns'. B146.106
567,Aubin,GA1975b,0149,alg,,algo1256,*-w,PA:4,,,,,,NG,,final,N,,ABSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.105
568,Goddard,IG1990a,0459,alg,,algo1256,*-w-,PA:6,,,,,,NG,,prefinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-wi-,,,,,,,,,,,MAM
570,Goddard,IG1965,0218,alg,,algo1256,*-w-,PA:6,,,,,,NG,,final,N
571,Aubin,GA1975b,0155,alg,,algo1256,*-we:we:k-,PA:4,,,,,,noise,noise,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B146.118
572,Goddard,IG1990a,0463,alg,,algo1256,*-we·-,PA:6,,,,,,"make sound, speak","sound, speak",final,AI,,,,,,,,,,,,,,*ketem-we·-,,,,AI,speak pitifully,,IG1990a;0463,*ketema·k-we·-,,,,AI,NG,,IG1990a;0463,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
573,Goddard,IG1990a,0468,alg,,algo1256,*-we·(w)-,PA:6,,,,,,noise,noise,medial,,,,,,,,,,,*-we·we·k-,,*-we·w-e·,*-we·k-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-we·k- from *-we·(w)- + *-ak-,,MAM
574,Bloomfield,LB1946,0118,alg,,algo1256,*-wee-,PA:1,,,,,,noise,noise,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
575,Bloomfield,LB1946,0118,alg,,algo1256,*-weew-,PA:1,,,,,,noise,noise,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""extension of -wee-""",,MAM
576,Bloomfield,LB1946,"0104,0110,0118",alg,,algo1256,*-weeweek-,PA:1,,,,,,noise,noise,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*-ee,*-ak,,,,,MAM
577,Bloomfield,LB1946,0106,alg,,algo1256,*-wen,PA:1,,,,,,NG,,final,N,,,Y,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"extension of -n 'actions, products, instruments'",,MAM
578,Aubin,GA1975b,0156,alg,,algo1256,*-wen,PA:4,,,,,,NG,,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"extension of final *-n forming actions, products, and instruments from Al stems'. B146.106"
579,Costa,DJC2001,0273,alg,,algo1256,*-wen-,PA:6,,,,,,nominalizer,NOMINALIZER,final,N
580,Hockett,CH1981,"0079,0080",alg,,algo1256,*-wēp-,PA:7,,,,,,"throw, fling","fling, throw",medial,,,,,,,,,,,,,,,*kānč(i)wēp-,,,V,,set into motion by pushing,,CH1981;0080
