Component ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Project Definition,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
144,Bloomfield,LB1925a,"0225,0226",sac,,mesk1242,-igä-,ME:1,,,,,,dwell,,final
201,Bloomfield,LB1925a,0228,sac,,mesk1242,-īh-,ME:1,,,,,,diminutive,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"marked as ""suffix"""
256,Bloomfield,LB1925a,0232,sac,,mesk1242,-ihk-,ME:1,,,,,,"frequent, deal with",,final
159,Bloomfield,LB1925a,0226,sac,,mesk1242,-īn-,ME:1,,,,,,NG,,final,N
220,Bloomfield,LB1925a,0230,sac,,mesk1242,-īnagay-,ME:1,,,,,,penis,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""dependent noun stem"""
217,Bloomfield,LB1925a,0229,sac,,mesk1242,-īnemw-,ME:1,,,,,,sister-in-law,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""dependent noun stem"""
181,Bloomfield,LB1925a,0226,sac,,mesk1242,-īs-,ME:1,,,,,,diminutive,,final,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB later calls this form archaic
223,Bloomfield,LB1925a,0230,sac,,mesk1242,-īwi-,ME:1,,,,,,denominative,,final
252,Bloomfield,LB1925a,0232,sac,,mesk1242,-īyaw-,ME:1,,,,,,body,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB: stem
127,Bloomfield,LB1925a,0223,sac,,mesk1242,-ketu-,ME:1,,,,,,vocal sound,,final
242,Bloomfield,LB1925a,0231,sac,,mesk1242,-mecōh-,ME:1,,,,,,grandfather,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""dependent noun stem"""
155,Bloomfield,LB1925a,0226,sac,,mesk1242,-n-,ME:1,,,,,,NG,,final,N
248,Bloomfield,LB1925a,0231,sac,,mesk1242,-nāgan-,ME:1,,,,,,bowl,,medial
174,Bloomfield,LB1925a,0226,sac,,mesk1242,-nan-,ME:1,,,,,,flay and cut up,,medial
238,Bloomfield,LB1925a,0231,sac,,mesk1242,-netcä-,ME:1,,,,,,"hand, finger, claw",,medial
197,Bloomfield,LB1925a,0228,sac,,mesk1242,-ō-,ME:1,,,,,,carry on back,,final
257,Bloomfield,LB1925a,0232,sac,,mesk1242,-ōhk-,ME:1,,,,,,"go at, assail",,final
230,Bloomfield,LB1925a,0230,sac,,mesk1242,-ōtä-,ME:1,,,,,,crawl,,final
125,Bloomfield,LB1925a,0223,sac,,mesk1242,-pä-,ME:1,,,,,,sleep,,final
120,Bloomfield,LB1925a,0223,sac,,mesk1242,-pahu-,ME:1,,,,,,run,,final
175,Bloomfield,LB1925a,0226,sac,,mesk1242,-s-,ME:1,,,,,,NG,,final,TA
176,Bloomfield,LB1925a,0226,sac,,mesk1242,-s-,ME:1,,,,,,lie/fall,,prefinal
177,Bloomfield,LB1925a,0226,sac,,mesk1242,-sen-,ME:1,,,,,,"lie, fall",,final,II
219,Bloomfield,LB1925a,0230,sac,,mesk1242,-tawagay-,ME:1,,,,,,ear,,medial,Dep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""dependent noun stem"""
284,Bloomfield,LB1927a,0206,sac,,mesk1242,-tcin-,ME:1,,,,,,"get snagged, hang",,final
149,Bloomfield,LB1925a,0225,sac,,mesk1242,-tiyä-,ME:1,,,,,,rump,,medial
261,Bloomfield,LB1927a,0192,sac,,mesk1242,-tō-,ME:1,,,,,,NG,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB says: ""Here belongs the unlimited class of verbs in -tō- and -htō- which are used with inanimate objects as mates of TA verbs, although their inflection is that of intransitive verbs."""
202,Bloomfield,LB1925a,0229,sac,,mesk1242,-tuge,ME:1,,,,,,NG,,final
196,Bloomfield,LB1925a,0228,sac,,mesk1242,-usä-,ME:1,,,,,,walk,,final
133,Bloomfield,LB1925a,0224,sac,,mesk1242,-w-,ME:1,,,,,,NG,,postradical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB just calls this ""-w- in nouns;"" it comes between an initial and medial"
134,Bloomfield,LB1925a,0224,sac,,mesk1242,-w-,ME:1,,,,,,NG,,postradical
138,Bloomfield,LB1925a,0224,sac,,mesk1242,-wäwä-,ME:1,,,,,,sound,,medial
158,Bloomfield,LB1925a,0226,sac,,mesk1242,-wen-,ME:1,,,,,,NG,,final,N
264,Bloomfield,LB1927a,0192,sac,,mesk1242,-wen-,ME:1,,,,,,NG,,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB treats as noun stem
140,Bloomfield,LB1925a,0224,sac,,mesk1242,-yā-,ME:1,,,,,,NG,,final,II
222,Bloomfield,LB1925a,0230,sac,,mesk1242,-yā-,ME:1,,,,,,NG,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""suffix"""
271,Bloomfield,LB1927a,0194,sac,,mesk1242,ā-,ME:1,,,,,,go,,initial
228,Bloomfield,LB1925a,0230,sac,,mesk1242,acä-,ME:1,,,,,,backwards,,initial
121,Bloomfield,LB1925a,0223,sac,,mesk1242,agōsi-,ME:1,,,,,,climb,,initial
114,Bloomfield,LB1925a,0221,sac,,mesk1242,agwā-,ME:1,,,,,,out from water,,initial
192,Bloomfield,LB1925a,0228,sac,,mesk1242,ahkōw-,ME:1,,,,,,"come after, follow",,initial
203,Bloomfield,LB1925a,0229,sac,,mesk1242,ahkw-,ME:1,,,,,,so far,,initial
203,Bloomfield,LB1927a,0205,sac,,mesk1242,ahkw-,ME:1,,,,,,so far,,initial
278,Bloomfield,LB1927a,0205,sac,,mesk1242,ahpīht-,ME:1,,,,,,to such degree,,initial
213,Bloomfield,LB1925a,0229,sac,,mesk1242,amw-,ME:1,,,,,,eat,,initial
213,Bloomfield,LB1927a,"0198,0209",sac,,mesk1242,amw-,ME:1,,,,,,eat,,initial
160,Bloomfield,LB1925a,0226,sac,,mesk1242,an-,ME:1,,,,,,defeat,,initial
161,Bloomfield,LB1925a,0226,sac,,mesk1242,an-,ME:1,,,,,,yon way,,initial
199,Bloomfield,LB1925a,0228,sac,,mesk1242,ānw-,ME:1,,,,,,fail,,initial
204,Bloomfield,LB1925a,0229,sac,,mesk1242,apw-,ME:1,,,,,,roast,,initial
139,Bloomfield,LB1925a,0224,sac,,mesk1242,asen-,ME:1,,,,,,stone,,initial
225,Bloomfield,LB1925a,0230,sac,,mesk1242,aseny-,ME:1,,,,,,stone,,medial
253,Bloomfield,LB1925a,0232,sac,,mesk1242,ātcimu-,ME:1,,,,,,narrate,,initial
