ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
102,Day,GMD1995,XXVII,abe,,west2630,awam-,AB:3,,,,,,"dress feet, put on shoes",put on (shoes),initial
103,Day,GMD1995,XXVII,abe,,west2630,awan,AB:3,,,,,,"air, atmosphere","air, atmosphere",initial
104,Day,GMD1995,XXVII,abe,,west2630,awas-,AB:3,,,,,,"over, beyond, on other side","beyond, over, side (other)",initial
105,Day,GMD1995,XXVII,abe,,west2630,awaz-,AB:3,,,,,,"warm, heat","heat, warm",initial
107,Day,GMD1995,XXVII,abe,,west2630,awes-,AB:3,,,,,,change position,change (position),initial,,,,,,,,,,,,,,,,,,,,,,,,,"see aos-, aws- "
108,Day,GMD1995,XXVII,abe,,west2630,awib,AB:3,,,,,,pith,pith,initial
109,Day,GMD1995,XXVII,abe,,west2630,awib-,AB:3,,,,,,"calm, peaceful","calm, peaceful",initial
110,Day,GMD1995,XXVII,abe,,west2630,awig-,AB:3,,,,,,"mark, draw, write","draw, mark, write",initial
111,Day,GMD1995,XXVII,abe,,west2630,aws-,AB:3,,,,,,NG,,initial,,,,,,,,,,,,,,,,,,,,,,,,,see awes- and aos- 
113,Day,GMD1995,XXVII,abe,,west2630,ayhim,AB:3,,,,,,cloth,cloth,initial,,,,,,,,,,ahim
115,Day,GMD1995,XXVII,abe,,west2630,azawa-,AB:3,,,,,,"reversing, returning, moving backwards","move (backwards), return, reverse",initial,,,,,,,,,,,,,,,,,,,,,,,,,"cf. wazwa-, aza-"
116,Day,GMD1995,XXVII,abe,,west2630,azawaskw-,AB:3,,,,,,"square or cube, a surface or solid with square corners","cube, square",initial
