ID,Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Component occurs in stem (orig. orth)-E,Component occurs in stem (proj. orth)-E,Stem UR-E,Stem category-E,Stem subcategory-E,Stem translation-E,Secondary stem-E,Stem Source-E,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
1,Brittain & Acton,JB_SA2014,0484,crl,,nort1552,-â,C-NE:1,,,,,,stative,STATE,final,II,,,,,-isi
2,Branigan & Brittain,PXB_JB2016,0006,crl,,nort1552,-âchiwihtâ-,C-NE:1,,,,,,boil,boil,final,II
3,Branigan & Brittain,PXB_JB2016,"0003,0005,0006",crl,,nort1552,-âhkis-,C-NE:1,,,,,,burn,burn,final,TI
4,Brittain & Acton,JB_SA2014,"0491,0500",crl,,nort1552,-h,C-NE:1,,,,,,causative,CAUSATIVE,final,TA
5,Brittain & Acton,JB_SA2014,0492,crl,,nort1552,-htâ,C-NE:1,,,,,,causative,CAUSATIVE,final,AI+O,,,Y,AI
6,Brittain & Acton,JB_SA2014,0492,crl,,nort1552,-htâ,C-NE:1,,,,,,causative,CAUSATIVE,final,AI+O,,,Y,II
7,Brittain & Acton,JB_SA2014,0495,crl,,nort1552,-hu,C-NE:1,,,,,,medio-reflexive,"MIDDLE, REFLEXIVE",final
8,Brittain & Acton,JB_SA2014,0486,crl,,nort1552,-i,C-NE:1,,,,,,agentive,AGENT,final,AI
9,Brittain & Acton,JB_SA2014,0482,crl,,nort1552,-ihu-,C-NE:1,,,,,,by air,air,final,AI,,,,,,,,,,,uhp-ihu,,,V,AI,to go by air,,JB_SA2014;482,uhp-ihu,,,V,II,to go by air,,JB_SA2014;482
10,Brittain & Acton,JB_SA2014,"0484,0486",crl,,nort1552,-isi,C-NE:1,,,,,,stative,STATE,final,AI,,,,,,-â,,,-si,V_
11,Armoskaite & Junker,SA_MOJ2017,0003,crl,,nort1552,-kan,C-E:1,,,,,,instrument,INSTRUMENT,final,N,,,Y,AI/TI,,,,,-kin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAM
12,Branigan & Brittain,PXB_JB2016,"0003,0005",crl,,nort1552,-kih-,C-NE:1,,,,,,chop,chop,final,TI
13,Brittain & Acton,JB_SA2014,0482,crl,,nort1552,-mâku,C-NE:1,,,,,,pertaining to smell emission,smell,final
14,Brittain & Acton,JB_SA2014,0482,crl,,nort1552,-mikin,C-NE:1,,,,,,denotes non-sentient causer,causer (non-sentient),final
15,Branigan & Brittain,PXB_JB2016,0028,crl,,nort1552,-mitiniu,C-NE:1,,,,,,x 10 quantifier,"ten, QUANTITY",final
16,Brittain & Acton,JB_SA2014,0484,crl,,nort1552,-n,C-NE:1,,,,,,do by hand,"hand, MANNER",final,TA,,,,,,,,-n
17,Brittain & Acton,JB_SA2014,0484,crl,,nort1552,-n,C-NE:1,,,,,,do by hand,"hand, MANNER",final,TI,,,,,,,-n
18,Branigan & Brittain,PXB_JB2016,0006,crl,,nort1552,-nâkun,C-NE:1,,,,,,appear,"appear, look like, seem",final,II,,,,,-nâkusi-
19,Branigan & Brittain,PXB_JB2016,"0003,0005,0006,0031",crl,,nort1552,-nâkusi-,C-NE:1,,,,,,appear,"appear, look like, seem",final,AI,,,,,,-nâkun
